rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name
275,HD 137388 A,b,Radial Velocity,1,330.00000000,2.00000000,-4.00000000,0,0.890000,0.020000,-0.020000,0,0.360000,0.120000,-0.120000,0,,,,,0.22300,0.02900,-0.02900,0,,,,,,,,,,,,,0,0,38.45,2.59,-2.99,0,8.696,0.013,0,0,5240.00,53.00,-53.00,0,0,0.8600,,,0,0,0.82,,,0,0,HD 137388 A,HIP 76351
276,HD 13908,b,Radial Velocity,2,19.38200000,0.00600000,-0.00600000,0,0.154000,0.002500,-0.002500,0,0.020000,0.018000,-0.018000,0,,,,,0.86500,0.03500,-0.03500,0,,,,,,,,,,,,,0,0,66.89,3.60,-4.03,0,7.508,0.010,0,0,6255.00,66.00,-66.00,0,0,1.2900,0.0400,-0.0400,0,0,1.67,0.10,-0.10,0,0,HD 13908,HIP 10743
277,HD 13908,c,Radial Velocity,2,931.00000000,17.00000000,-17.00000000,0,2.030000,0.040000,-0.040000,0,0.120000,0.020000,-0.020000,0,,,,,5.13000,0.25000,-0.25000,0,,,,,,,,,,,,,0,0,66.89,3.60,-4.03,0,7.508,0.010,0,0,6255.00,66.00,-66.00,0,0,1.2900,0.0400,-0.0400,0,0,1.67,0.10,-0.10,0,0,HD 13908,HIP 10743
278,HD 13931,b,Radial Velocity,1,4218.00000000,388.00000000,-388.00000000,0,5.150000,0.290000,-0.290000,0,0.020000,0.050000,-0.050000,0,,,,,1.88000,0.15000,-0.15000,0,,,,,,,,,,,,,0,0,45.52,1.91,-2.08,0,7.597,0.011,0,0,5829.00,44.00,-44.00,0,0,1.0220,0.0200,-0.0200,0,0,1.23,0.06,-0.06,0,0,HD 13931,HIP 10626
279,HD 139357,b,Radial Velocity,1,1125.70000000,9.00000000,-9.00000000,0,2.360000,0.200000,-0.200000,0,0.100000,0.020000,-0.020000,0,,,,,9.76000,2.15000,-2.15000,0,,,,,,,,,,,,,0,0,121.36,7.46,-8.51,0,5.964,0.010,0,0,4700.00,70.00,-70.00,0,0,1.3500,0.2400,-0.2400,0,0,11.47,0.75,-0.75,0,0,HD 139357,HIP 76311
280,HD 14067,b,Radial Velocity,1,1455.00000000,13.00000000,-12.00000000,0,3.400000,0.100000,-0.100000,0,0.533000,0.043000,-0.047000,0,,,,,7.80000,0.70000,-0.70000,0,,,,,,,,,,,,,0,0,163.40,12.30,-12.30,0,6.530,,0,0,4815.00,100.00,-100.00,0,0,2.4000,0.2000,-0.2000,0,0,12.40,1.10,-1.10,0,0,HD 14067,HIP 10657
281,HD 141937,b,Radial Velocity,1,653.22000000,1.21000000,-1.21000000,0,1.520000,,,0,0.410000,0.010000,-0.010000,0,,,,,9.70000,,,0,,,,,,,,,,,,,0,0,33.46,1.17,-1.25,0,7.250,0.011,0,0,,,,,,,,,,,,,,,,HD 141937,HIP 77740
282,HD 142,b,Radial Velocity,2,349.70000000,1.20000000,-1.20000000,0,1.020000,0.030000,-0.030000,0,0.170000,0.060000,-0.060000,0,,,,,1.25000,0.15000,-0.15000,0,,,,,,,,,,,,,0,0,25.64,0.41,-0.43,0,5.700,,0,1,6245.00,48.00,-48.00,0,0,1.2320,0.2200,-0.1600,0,0,1.47,0.04,-0.04,0,0,HD 142,HIP 522
283,HD 142,c,Radial Velocity,2,6005.00000000,477.00000000,-477.00000000,0,6.800000,0.500000,-0.500000,0,0.210000,0.070000,-0.070000,0,,,,,5.30000,0.70000,-0.70000,0,,,,,,,,,,,,,0,0,25.64,0.41,-0.43,0,5.700,,0,1,6245.00,48.00,-48.00,0,0,1.2320,0.2200,-0.1600,0,0,1.47,0.04,-0.04,0,0,HD 142,HIP 522
284,HD 142022 A,b,Radial Velocity,1,1928.00000000,53.00000000,-39.00000000,0,3.030000,0.050000,-0.050000,0,0.530000,0.230000,-0.180000,0,,,,,5.10000,2.60000,-1.50000,0,,,,,,,,,,,,,0,0,35.87,0.85,-0.90,0,7.655,,0,0,,,,,,,,,,,,,,,,HD 142022 A,HIP 79242
285,HD 142245,b,Radial Velocity,1,1299.00000000,48.00000000,-48.00000000,0,2.770000,0.090000,-0.090000,0,0.090000,,,0,,,,,1.90000,0.20000,-0.20000,0,,,,,,,,,,,,,0,0,106.38,9.67,-11.82,0,7.452,0.012,0,0,,,,,,,,,,,,,,,,HD 142245,HIP 77783
286,HD 142415,b,Radial Velocity,1,386.30000000,1.60000000,-1.60000000,0,1.050000,,,0,0.500000,,,0,,,,,1.62000,,,0,,,,,,,,,,,,,0,0,34.57,0.98,-1.03,0,7.327,0.010,0,0,6045.00,,,0,0,1.0300,,,0,0,,,,,0,HD 142415,HIP 78169
287,HD 143361,b,Radial Velocity,1,1057.00000000,20.00000000,-20.00000000,0,2.000000,,,0,0.150000,0.170000,-0.170000,0,,,,,3.12000,1.44000,-1.44000,0,,,,,,,,,,,,,0,0,59.35,4.19,-4.88,0,9.225,0.021,0,0,,,,,,,,,,,,,,,,HD 143361,HIP 78521
288,HD 145377,b,Radial Velocity,1,103.95000000,0.13000000,-0.13000000,0,0.450000,0.004000,-0.004000,0,0.307000,0.017000,-0.017000,0,,,,,5.76000,0.10000,-0.10000,0,,,,,,,,,,,,,0,0,55.19,3.16,-3.57,0,8.095,0.013,0,0,6046.00,15.00,-15.00,0,0,1.1200,0.0300,-0.0300,0,0,1.14,,,0,0,HD 145377,HIP 79346
289,HD 145457,b,Radial Velocity,1,176.30000000,0.39000000,-0.39000000,0,0.760000,,,0,0.112000,0.035000,-0.035000,0,,,,,2.90000,,,0,,,,,,,,,,,,,0,0,126.10,10.63,-12.78,0,6.566,0.009,0,0,4757.00,100.00,-100.00,0,0,1.9000,0.3000,-0.3000,0,0,9.90,0.50,-0.50,0,0,HD 145457,HIP 79219
290,HD 145934,b,Radial Velocity,1,2730.00000000,100.00000000,-100.00000000,0,4.600000,0.140000,-0.140000,0,0.053000,0.053000,-0.063000,0,,,,,2.28000,0.26000,-0.26000,0,,,,,,,,,,,,,0,0,,,,,8.500,,0,0,,,,,0,1.7480,0.1050,-0.1050,0,0,5.38,0.44,-0.44,0,0,HD 145934,
291,HD 1461,b,Radial Velocity,1,5.77270000,0.00250000,-0.00250000,0,0.063438,0.000018,-0.000018,0,0.140000,0.190000,-0.190000,0,,,,,0.02400,0.00380,-0.00380,0,,,,,,,,,,,,,0,0,23.44,0.46,-0.48,0,6.460,,0,0,5765.00,18.00,,0,,1.0180,0.1000,,0,,1.11,0.04,,0,,HD 1461,HIP 1499
292,HD 147018,b,Radial Velocity,2,44.23600000,0.00800000,-0.00800000,0,0.238800,0.003900,-0.003900,0,0.468600,0.008100,-0.008100,0,,,,,2.12000,0.07000,-0.07000,0,,,,,,,,,,,,,0,0,42.68,1.66,-1.80,0,8.301,0.012,0,0,,,,,,,,,,,,,,,,HD 147018,HIP 80250
293,HD 147018,c,Radial Velocity,2,1008.00000000,18.00000000,-18.00000000,0,1.922000,0.039000,-0.039000,0,0.133000,0.011000,-0.011000,0,,,,,6.56000,0.32000,-0.32000,0,,,,,,,,,,,,,0,0,42.68,1.66,-1.80,0,8.301,0.012,0,0,,,,,,,,,,,,,,,,HD 147018,HIP 80250
294,HD 147513,b,Radial Velocity,1,528.40000000,6.30000000,-6.30000000,0,1.320000,,,0,0.260000,0.050000,-0.050000,0,,,,,1.21000,,,0,,,,,,,,,,,,,0,0,12.87,0.14,-0.14,0,5.390,,0,0,5883.00,,,0,0,1.1100,,,0,0,,,,,0,HD 147513,HIP 80337
295,HD 148156,b,Radial Velocity,1,1027.00000000,28.00000000,-28.00000000,0,2.450000,0.040000,-0.050000,0,0.520000,0.040000,-0.090000,0,,,,,0.85000,0.67000,-0.05000,0,,,,,,,,,,,,,0,0,53.05,2.75,-3.07,0,7.689,0.011,0,0,6308.00,28.00,-28.00,0,0,1.2200,,,0,0,1.21,0.03,-0.03,0,0,HD 148156,HIP 80680
296,HD 148427,b,Radial Velocity,1,331.50000000,3.00000000,-3.00000000,0,0.930000,0.010000,-0.010000,0,0.160000,0.080000,-0.080000,0,,,,,0.96000,0.10000,-0.10000,0,,,,,,,,,,,,,0,0,59.28,3.19,-3.58,0,6.895,0.010,0,0,,,,,,,,,,,,,,,,HD 148427,HIP 80687
297,HD 149026,b,Radial Velocity,1,2.87589110,0.00000250,-0.00000250,0,,,,,,,,,0.36800,0.01300,-0.01400,0,,,,,0.813,0.027,-0.025,0,0.85000,0.10000,-0.09000,0,84.550,0.350,-0.810,0,0,0,78.86,4.62,-5.24,0,8.150,,0,0,6160.00,50.00,-50.00,0,0,1.3450,0.0200,-0.0200,0,0,1.54,0.05,-0.04,0,0,HD 149026,HIP 80838
298,HD 149143,b,Radial Velocity,1,4.07200000,0.70000000,-0.70000000,0,0.053000,,,0,0.016000,0.010000,-0.010000,0,,,,,1.33000,,,0,,,,,,,,,,,,,0,0,63.49,4.04,-4.63,0,7.893,0.012,0,0,5884.00,50.00,-50.00,0,0,1.2100,0.1000,-0.1000,0,0,1.49,0.10,-0.10,0,0,HD 149143,HIP 81022
299,HD 1502,b,Radial Velocity,1,431.80000000,3.50000000,-3.50000000,0,1.310000,0.030000,-0.030000,0,0.101000,0.037000,-0.037000,0,,,,,3.10000,0.20000,-0.20000,0,,,,,,,,,,,,,0,0,167.50,25.26,-36.16,0,8.342,0.014,0,0,,,,,,,,,,,,,,,,HD 1502,HIP 1547
300,HD 150706,b,Radial Velocity,1,5894.00000000,5584.00000000,-1498.00000000,0,6.700000,4.000000,-1.400000,0,0.380000,0.280000,-0.320000,0,,,,,2.71000,1.14000,-0.66000,0,,,,,,,,,,,,,0,0,27.23,0.41,-0.42,0,7.020,0.020,0,0,5961.00,27.00,-27.00,0,0,1.1700,0.1200,-0.1200,0,0,0.96,0.02,-0.02,0,0,HD 150706,HIP 80902
301,HD 152079,b,Radial Velocity,1,2097.00000000,930.00000000,-930.00000000,0,3.200000,2.100000,-2.100000,0,0.600000,0.240000,-0.240000,0,,,,,3.00000,2.00000,-2.00000,0,,,,,,,,,,,,,0,0,85.18,9.19,-11.72,0,9.156,0.018,0,0,,,,,,,,,,,,,,,,HD 152079,HIP 82632
302,HD 152581,b,Radial Velocity,1,689.00000000,13.00000000,-13.00000000,0,1.480000,0.040000,-0.040000,0,0.074000,,,0,,,,,1.50000,0.10000,-0.10000,0,,,,,,,,,,,,,0,0,182.82,31.76,-48.67,0,8.347,0.012,0,0,,,,,,,,,,,,,,,,HD 152581,HIP 82651
303,HD 153950,b,Radial Velocity,1,499.40000000,3.60000000,-3.60000000,0,1.280000,0.010000,-0.010000,0,0.340000,0.021000,-0.021000,0,,,,,2.73000,0.05000,-0.05000,0,,,,,,,,,,,,,0,0,51.87,3.18,-3.63,0,7.390,0.011,0,0,6076.00,13.00,-13.00,0,0,1.1200,0.0300,-0.0300,0,0,1.34,,,0,0,HD 153950,HIP 83547
304,HD 154345,b,Radial Velocity,1,3342.00000000,95.00000000,-95.00000000,0,4.190000,0.260000,-0.260000,0,0.044000,0.046000,-0.046000,0,,,,,0.94700,0.09000,-0.09000,0,,,,,,,,,,,,,0,0,18.06,0.18,-0.18,0,6.760,0.000,0,0,,,,,,,,,,,,,,,,HD 154345,HIP 83389
305,HD 154672,b,Radial Velocity,1,163.90000000,0.01000000,-0.01000000,0,0.600000,,,0,0.610000,0.020000,-0.020000,0,,,,,5.02000,0.17000,-0.17000,0,,,,,,,,,,,,,0,0,65.79,4.48,-5.18,0,8.204,0.012,0,0,,,,,,,,,,,,,,,,HD 154672,HIP 83983
306,HD 154857,b,Radial Velocity,2,408.60000000,0.50000000,-0.50000000,0,1.291000,0.008000,-0.008000,0,0.460000,0.020000,-0.020000,0,,,,,2.24000,0.05000,-0.05000,0,,,,,,,,,,,,,0,0,68.54,4.02,-4.56,0,7.238,0.010,0,0,5605.00,,,0,0,1.7180,0.0300,-0.0220,0,0,1.76,0.06,-0.06,0,0,HD 154857,HIP 84069
307,HD 154857,c,Radial Velocity,2,3452.00000000,105.00000000,-105.00000000,0,5.360000,0.090000,-0.090000,0,0.060000,0.050000,-0.050000,0,,,,,2.58000,0.16000,-0.16000,0,,,,,,,,,,,,,0,0,68.54,4.02,-4.56,0,7.238,0.010,0,0,5605.00,,,0,0,1.7180,0.0300,-0.0220,0,0,1.76,0.06,-0.06,0,0,HD 154857,HIP 84069
308,HD 155358,b,Radial Velocity,2,194.30000000,0.30000000,-0.30000000,0,0.640000,0.010000,-0.010000,0,0.170000,0.030000,-0.030000,0,,,,,0.85000,0.05000,-0.05000,0,,,,,,,,,,,,,0,0,43.40,1.26,-1.34,0,7.270,0.010,0,0,,,,,,,,,,,,,,,,HD 155358,HIP 83949
309,HD 155358,c,Radial Velocity,2,391.90000000,1.00000000,-1.00000000,0,1.020000,0.020000,-0.020000,0,0.160000,0.100000,-0.100000,0,,,,,0.82000,0.07000,-0.07000,0,,,,,,,,,,,,,0,0,43.40,1.26,-1.34,0,7.270,0.010,0,0,,,,,,,,,,,,,,,,HD 155358,HIP 83949
310,HD 156279,b,Radial Velocity,1,131.05000000,0.54000000,-0.54000000,0,0.495000,0.017000,-0.017000,0,0.708000,0.018000,-0.018000,0,,,,,9.71000,0.66000,-0.66000,0,,,,,,,,,,,,,0,0,35.37,0.76,-0.79,0,8.077,0.013,0,0,,,,,,,,,,,,,,,,HD 156279,HIP 84171
311,HD 156411,b,Radial Velocity,1,842.20000000,14.50000000,-14.50000000,0,1.880000,0.030000,-0.040000,0,0.220000,0.080000,-0.080000,0,,,,,0.74000,0.05000,-0.04000,0,,,,,,,,,,,,,0,0,55.10,2.41,-2.64,0,6.673,0.010,0,0,5900.00,15.00,-15.00,0,0,1.2500,,,0,0,2.16,0.09,-0.09,0,0,HD 156411,HIP 84787
312,HD 156668,b,Radial Velocity,1,4.64550000,0.00110000,-0.00110000,0,0.050000,0.000700,-0.000700,0,0.000000,,,,,,,,0.01300,0.00200,-0.00200,0,,,,,,,,,,,,,0,0,24.05,0.59,-0.62,0,8.420,0.020,0,0,,,,,,,,,,,,,,,,HD 156668,HIP 84607
313,HD 156846,b,Radial Velocity,1,359.55460000,0.00710000,-0.00710000,0,1.096000,0.021000,-0.021000,0,0.847850,0.000500,-0.000500,0,,,,,10.57000,0.29000,-0.29000,0,,,,,,,,,,,,,0,0,49.00,2.13,-2.34,0,6.520,,0,0,,,,,,,,,,,,,,,,HD 156846,HIP 84856
314,HD 158038,b,Radial Velocity,1,521.00000000,6.90000000,-6.90000000,0,1.520000,0.040000,-0.040000,0,0.291000,0.093000,-0.093000,0,,,,,1.80000,0.20000,-0.20000,0,,,,,,,,,,,,,0,0,114.15,10.20,-12.43,0,7.464,0.010,0,0,,,,,,,,,,,,,,,,HD 158038,HIP 85294
315,HD 159243,b,Radial Velocity,2,12.62000000,0.00400000,-0.00400000,0,0.110000,0.002000,-0.002000,0,0.020000,0.018000,-0.018000,0,,,,,1.13000,0.05000,-0.05000,0,,,,,,,,,,,,,0,0,68.59,5.42,-6.43,0,8.646,0.014,0,0,6123.00,65.00,-65.00,0,0,1.1250,0.0300,-0.0300,0,0,1.12,0.05,-0.05,0,0,HD 159243,HIP 85911
316,HD 159243,c,Radial Velocity,2,248.40000000,4.90000000,-4.90000000,0,0.800000,0.020000,-0.020000,0,0.075000,0.050000,-0.050000,0,,,,,1.90000,0.13000,-0.13000,0,,,,,,,,,,,,,0,0,68.59,5.42,-6.43,0,8.646,0.014,0,0,6123.00,65.00,-65.00,0,0,1.1250,0.0300,-0.0300,0,0,1.12,0.05,-0.05,0,0,HD 159243,HIP 85911
317,HD 159868,b,Radial Velocity,2,1178.40000000,8.80000000,-8.80000000,0,2.250000,0.030000,-0.030000,0,0.010000,0.030000,-0.030000,0,,,,,2.10000,0.11000,-0.11000,0,,,,,,,,,,,,,0,0,52.72,2.82,-3.15,0,7.242,,0,0,,,,,,,,,,,,,,,,HD 159868,HIP 86375
318,HD 159868,c,Radial Velocity,2,352.30000000,1.30000000,-1.30000000,0,1.000000,0.010000,-0.010000,0,0.150000,0.050000,-0.050000,0,,,,,0.73000,0.05000,-0.05000,0,,,,,,,,,,,,,0,0,52.72,2.82,-3.15,0,7.242,,0,0,,,,,,,,,,,,,,,,HD 159868,HIP 86375
319,HD 1605,b,Radial Velocity,2,577.90000000,5.60000000,-4.90000000,0,1.480000,0.020000,-0.010000,0,0.078000,0.082000,-0.035000,0,,,,,0.96000,0.06000,-0.04000,0,,,,,,,,,,,,,0,0,84.60,6.11,-7.14,0,7.520,,0,0,4757.00,50.00,-50.00,0,0,1.3100,0.1100,-0.1100,0,0,3.80,0.40,-0.40,0,0,HD 1605,HIP 1640
320,HD 1605,c,Radial Velocity,2,2111.00000000,42.00000000,-32.00000000,0,3.520000,0.050000,-0.050000,0,0.098000,0.032000,-0.022000,0,,,,,3.48000,0.13000,-0.11000,0,,,,,,,,,,,,,0,0,84.60,6.11,-7.14,0,7.520,,0,0,4757.00,50.00,-50.00,0,0,1.3100,0.1100,-0.1100,0,0,3.80,0.40,-0.40,0,0,HD 1605,HIP 1640
321,HD 160691,b,Radial Velocity,4,643.25000000,0.90000000,-0.90000000,0,1.497000,,,0,0.128000,0.017000,-0.017000,0,,,,,1.08000,,,0,,,,,,,,,,,,,0,0,15.28,0.18,-0.19,0,5.150,,0,0,5807.00,30.00,-30.00,0,0,1.0800,0.0500,-0.0500,0,0,,,,,0,HD 160691,HIP 86796
322,HD 160691,c,Radial Velocity,4,4205.80000000,758.90000000,-758.90000000,0,5.235000,,,0,0.098500,0.062700,-0.062700,0,,,,,1.81400,,,0,,,,,,,,,,,,,0,0,15.28,0.18,-0.19,0,5.150,,0,0,5807.00,30.00,-30.00,0,0,1.0800,0.0500,-0.0500,0,0,,,,,0,HD 160691,HIP 86796
323,HD 160691,d,Radial Velocity,4,9.63860000,0.00150000,-0.00150000,0,0.090940,,,0,0.172000,0.040000,-0.040000,0,,,,,0.03321,,,0,,,,,,,,,,,,,0,0,15.28,0.18,-0.19,0,5.150,,0,0,5807.00,30.00,-30.00,0,0,1.0800,0.0500,-0.0500,0,0,,,,,0,HD 160691,HIP 86796
324,HD 160691,e,Radial Velocity,4,310.55000000,0.83000000,-0.83000000,0,0.921000,,,0,0.066600,0.012200,-0.012200,0,,,,,0.52190,,,0,,,,,,,,,,,,,0,0,15.28,0.18,-0.19,0,5.150,,0,0,5807.00,30.00,-30.00,0,0,1.0800,0.0500,-0.0500,0,0,,,,,0,HD 160691,HIP 86796
325,HD 16141,b,Radial Velocity,1,75.52300000,0.05500000,-0.05500000,0,0.363000,0.021000,-0.021000,0,0.252000,0.052000,-0.052000,0,,,,,0.26000,0.02800,-0.02800,0,,,,,,,,,,,,,0,0,35.91,1.71,-1.89,0,,,,,,,,,,,,,,,,,,,,HD 16141,HIP 12048
326,HD 16175,b,Radial Velocity,1,990.00000000,20.00000000,-20.00000000,0,2.100000,0.080000,-0.080000,0,0.590000,0.110000,-0.110000,0,,,,,4.40000,0.34000,-0.34000,0,,,,,,,,,,,,,0,0,59.84,3.28,-3.69,0,7.282,0.010,0,0,6080.00,70.00,-70.00,0,0,1.2900,0.0900,-0.0900,0,0,1.68,0.04,-0.04,0,0,HD 16175,HIP 12191
327,HD 162020,b,Radial Velocity,1,8.42819800,0.00005600,-0.00005600,0,0.074000,,,0,0.277000,0.002000,-0.002000,0,,,,,14.40000,,,0,,,,,,,,,,,,,0,0,31.26,1.38,-1.52,0,9.120,0.040,0,0,,,,,,,,,,,,,,,,HD 162020,HIP 87330
328,HD 163607,b,Radial Velocity,2,75.29000000,0.02000000,-0.02000000,0,0.360000,0.010000,-0.010000,0,0.730000,0.020000,-0.020000,0,,,,,0.77000,0.04000,-0.04000,0,,,,,,,,,,,,,0,0,69.44,2.95,-3.23,0,7.979,0.012,0,0,5543.00,44.00,-44.00,0,0,1.0900,0.0200,-0.0200,0,0,1.63,0.07,-0.07,0,0,HD 163607,HIP 87601
329,HD 163607,c,Radial Velocity,2,1314.00000000,8.00000000,-8.00000000,0,2.420000,0.010000,-0.010000,0,0.120000,0.060000,-0.060000,0,,,,,2.29000,0.16000,-0.16000,0,,,,,,,,,,,,,0,0,69.44,2.95,-3.23,0,7.979,0.012,0,0,5543.00,44.00,-44.00,0,0,1.0900,0.0200,-0.0200,0,0,1.63,0.07,-0.07,0,0,HD 163607,HIP 87601
330,HD 16417,b,Radial Velocity,1,17.24000000,0.01000000,-0.01000000,0,0.140000,0.010000,-0.010000,0,0.200000,0.090000,-0.090000,0,,,,,0.06960,0.00630,-0.00630,0,,,,,,,,,,,,,0,0,25.54,0.41,-0.42,0,5.790,,0,0,,,,,,,,,,,,,,,,HD 16417,HIP 12186
331,HD 164509,b,Radial Velocity,1,282.40000000,3.80000000,-3.80000000,0,0.875000,0.008000,-0.008000,0,0.260000,0.140000,-0.140000,0,,,,,0.48000,0.09000,-0.09000,0,,,,,,,,,,,,,0,0,51.81,2.72,-3.04,0,8.103,0.014,0,0,5922.00,44.00,-44.00,0,0,1.1300,0.0200,-0.0200,0,0,1.06,0.03,-0.03,0,0,HD 164509,HIP 88268
332,HD 164604,b,Radial Velocity,1,606.40000000,9.00000000,-9.00000000,0,1.300000,0.050000,-0.050000,0,0.240000,0.140000,-0.140000,0,,,,,2.70000,1.30000,-1.30000,0,,,,,,,,,,,,,0,0,37.98,2.48,-2.85,0,9.827,0.041,0,0,,,,,,,,,,,,,,,,HD 164604,HIP 88414
333,HD 164922,b,Radial Velocity,1,1155.00000000,23.00000000,-23.00000000,0,2.110000,0.130000,-0.130000,0,0.050000,0.140000,-0.140000,0,,,,,0.36000,0.04600,-0.04600,0,,,,,,,,,,,,,0,0,21.92,0.34,-0.35,0,7.010,0.000,0,0,,,,,,,,,,,,,,,,HD 164922,HIP 88348
334,HD 1666,b,Radial Velocity,1,270.00000000,0.80000000,-0.90000000,0,0.940000,0.010000,-0.020000,0,0.630000,0.030000,-0.020000,0,,,,,6.43000,0.31000,-0.22000,0,,,,,,,,,,,,,0,0,110.62,11.12,-13.91,0,8.170,,0,0,6317.00,44.00,-44.00,0,0,1.5000,0.0700,-0.0700,0,0,1.93,0.49,-0.49,0,0,HD 1666,HIP 1666
335,HD 166724,b,Radial Velocity,1,5144.00000000,705.00000000,-467.00000000,0,5.420000,0.430000,-0.430000,0,0.734000,0.020000,-0.020000,0,,,,,3.53000,0.11000,-0.11000,0,,,,,,,,,,,,,0,0,42.99,2.54,-2.88,0,9.344,0.022,0,0,5127.00,52.00,-52.00,0,0,0.8100,0.0200,-0.0200,0,0,,,,,,HD 166724,HIP 89354
336,HD 167042,b,Radial Velocity,1,420.77000000,3.48000000,-3.11000000,0,1.320000,0.030000,-0.040000,0,0.089000,0.028000,-0.065000,0,,,,,1.70000,0.09000,-0.12000,0,,,,,,,,,,,,,0,0,50.00,1.24,-1.31,0,5.940,,0,0,4943.00,12.00,-12.00,0,0,1.5000,0.2000,-0.2000,0,0,4.50,0.20,-0.20,0,0,HD 167042,HIP 89047
337,HD 168443,b,Radial Velocity,2,58.11247000,0.00030000,-0.00030000,0,0.293100,0.001810,,0,0.528830,0.001030,-0.001030,0,,,,,7.65900,0.09750,-0.09750,0,,,,,,,,,,,,,0,0,37.88,1.18,-1.26,0,6.917,0.011,0,0,5491.00,44.00,-44.00,0,0,0.9950,0.0190,-0.0190,0,0,1.51,0.06,-0.06,0,0,HD 168443,HIP 89844
338,HD 168443,c,Radial Velocity,2,1749.83000000,0.57000000,-0.57000000,0,2.837300,0.018000,-0.018000,0,0.211300,0.001710,-0.001710,0,,,,,17.19300,0.21000,-0.21000,0,,,,,,,,,,,,,0,0,37.88,1.18,-1.26,0,6.917,0.011,0,0,5491.00,44.00,-44.00,0,0,0.9950,0.0190,-0.0190,0,0,1.51,0.06,-0.06,0,0,HD 168443,HIP 89844
339,HD 168746,b,Radial Velocity,1,6.40400000,0.00140000,-0.00140000,0,0.065900,0.003800,-0.003800,0,0.107000,0.080000,-0.080000,0,,,,,0.24800,0.02300,-0.02300,0,,,,,,,,,,,,,0,0,43.12,1.71,-1.86,0,7.946,0.013,0,0,5564.00,,,0,0,0.9300,,,0,0,,,,,0,HD 168746,HIP 90004
340,HD 1690,b,Radial Velocity,1,533.00000000,1.70000000,-1.70000000,0,1.300000,0.020000,-0.020000,0,0.640000,0.040000,-0.040000,0,,,,,6.10000,0.90000,-0.90000,0,,,,,,,,,,,,,0,0,7.01,,,-1,9.173,0.021,0,0,,,,,,,,,,,,,,,,HD 1690,HIP 1692
341,HD 169830,b,Radial Velocity,2,225.62000000,0.22000000,-0.22000000,0,0.810000,,,0,0.310000,0.010000,-0.010000,0,,,,,2.88000,,,0,,,,,,,,,,,,,0,0,36.32,1.16,-1.24,0,5.902,0.010,0,0,6299.00,,,0,0,1.4000,,,0,0,,,,,0,HD 169830,HIP 90485
342,HD 169830,c,Radial Velocity,2,2102.00000000,264.00000000,-264.00000000,0,3.600000,,,0,0.330000,0.020000,-0.020000,0,,,,,4.04000,,,0,,,,,,,,,,,,,0,0,36.32,1.16,-1.24,0,5.902,0.010,0,0,6299.00,,,0,0,1.4000,,,0,0,,,,,0,HD 169830,HIP 90485
343,HD 170469,b,Radial Velocity,1,1145.00000000,18.00000000,-18.00000000,0,2.100000,,,0,0.110000,0.080000,-0.080000,0,,,,,0.67000,,,0,,,,,,,,,,,,,0,0,64.98,4.37,-5.05,0,8.210,,0,0,5810.00,44.00,-44.00,0,0,1.1400,0.0200,-0.0900,0,0,1.22,0.08,-0.07,0,0,HD 170469,HIP 90593
344,HD 17092,b,Radial Velocity,1,359.90000000,2.40000000,-2.40000000,0,,,,,0.166000,0.052000,-0.052000,0,,,,,4.60000,0.30000,-0.30000,0,,,,,,,,,,,,,0,0,,,,,,,,,4650.00,35.00,-35.00,0,0,2.3000,0.3000,-0.3000,0,0,,,,,0,HD 17092,
345,HD 171028,b,Radial Velocity,1,550.00000000,3.00000000,-3.00000000,0,1.320000,,,0,0.590000,0.010000,-0.010000,0,,,,,1.98000,,,0,,,,,,,,,,,,,0,0,90.00,,,0,8.310,,0,0,5663.00,20.00,-20.00,0,0,0.9900,0.0800,-0.0800,0,0,1.95,0.26,-0.26,0,0,HD 171028,
346,HD 171238,b,Radial Velocity,1,1523.00000000,40.00000000,-45.00000000,0,2.540000,0.060000,-0.060000,0,0.400000,0.061000,-0.065000,0,,,,,2.60000,0.15000,-0.15000,0,,,,,,,,,,,,,0,0,44.05,2.33,-2.61,0,8.660,,0,0,5467.00,55.00,-55.00,0,0,0.9430,0.0330,-0.0330,0,0,,,,,0,HD 171238,HIP 91085
